Id,SalePrice
1653,96300.92
1654,150315.28
1655,147785.98
1656,148290.86
1657,152377.83
1658,147605.56
1659,137266.4
1660,150814.27
1661,485966.44
1662,403410.3
1663,388015.06
1664,495504.97
1665,301498.8
1666,327105.78
1667,385542.62
1668,331524.53
1669,300336.0
1670,342136.7
1671,260439.81
1672,501851.47
1673,291097.53
1674,248826.88
1675,187207.53
1676,189076.97
1677,213730.38
1678,487567.03
1679,406160.8
1680,328725.06
1681,235231.58
1682,310440.0
1683,175521.66
1684,169267.06
1685,175437.97
1686,171715.2
1687,167418.25
1688,182973.08
1689,188071.5
1690,191163.31
1691,176022.88
1692,270904.75
1693,164730.4
1694,183297.23
1695,165570.2
1696,274516.12
1697,170449.11
1698,356915.9
1699,316837.72
1700,248945.8
1701,260370.28
1702,250101.11
1703,248692.6
1704,287039.62
1705,221235.97
1706,467367.12
1707,220583.92
1708,207101.81
1709,271056.2
1710,225583.34
1711,262583.62
1712,256269.8
1713,271217.28
1714,225981.05
1715,203482.28
1716,184258.56
1717,169782.16
1718,137292.06
1719,198534.42
1720,248294.0
1721,163978.22
1722,123093.766
1723,155020.0
1724,215318.38
1725,237662.84
1726,188707.86
1727,159818.31
1728,179527.66
1729,168528.22
1730,155363.52
1731,123504.266
1732,130441.46
1733,119230.78
1734,119214.64
1735,132235.45
1736,117077.055
1737,319264.56
1738,211927.6
1739,260008.0
1740,215559.78
1741,189620.69
1742,177152.2
1743,169013.5
1744,304345.22
1745,218911.38
1746,192118.27
1747,214226.66
1748,219494.4
1749,153029.52
1750,124355.82
1751,239458.11
1752,122307.3
1753,140007.27
1754,191903.47
1755,169255.44
1756,121664.66
1757,122738.58
1758,138892.55
1759,162889.81
1760,164605.56
1761,139611.14
1762,168590.27
1763,173257.69
1764,115552.49
1765,160143.6
1766,173167.98
1767,207771.25
1768,144706.0
1769,175171.16
1770,145547.1
1771,123803.8
1772,135060.97
1773,133359.44
1774,125519.08
1775,138687.52
1776,123980.555
1777,114972.09
1778,136264.05
1779,116185.0
1780,176839.94
1781,129670.35
1782,92783.16
1783,140900.3
1784,96444.484
1785,115429.13
1786,123114.664
1787,164608.55
1788,49583.418
1789,96357.7
1790,81123.44
1791,170498.53
1792,155134.33
1793,123231.195
1794,143897.9
1795,137981.31
1796,123590.05
1797,111160.37
1798,125175.16
1799,116590.25
1800,127601.56
1801,124580.41
1802,125084.7
1803,146943.05
1804,144389.5
1805,136221.69
1806,115614.22
1807,120944.4
1808,115584.125
1809,119073.63
1810,151302.78
1811,105465.81
1812,99896.22
1813,123071.7
1814,97146.61
1815,49797.617
1816,96394.65
1817,111000.086
1818,133497.25
1819,120172.92
1820,62088.793
1821,106325.75
1822,146934.62
1823,43873.887
1824,138172.66
1825,136410.72
1826,103624.445
1827,101385.41
1828,137394.5
1829,105085.3
1830,141061.23
1831,156817.42
1832,85901.2
1833,130854.37
1834,122120.23
1835,141722.78
1836,124364.72
1837,85277.75
1838,119883.89
1839,82154.81
1840,160961.22
1841,145667.34
1842,79111.75
1843,132071.11
1844,128815.695
1845,138159.61
1846,154057.75
1847,154273.44
1848,53107.316
1849,110591.06
1850,120684.234
1851,155714.47
1852,122727.11
1853,126799.95
1854,169859.73
1855,137960.27
1856,219245.03
1857,162798.5
1858,133795.88
1859,120452.89
1860,151700.97
1861,120439.8
1862,281172.5
1863,276219.97
1864,276219.97
1865,333475.62
1866,340959.2
1867,232538.27
1868,296488.12
1869,206892.75
1870,233644.62
1871,252523.92
1872,172138.06
1873,230858.94
1874,143507.88
1875,201766.33
1876,191587.66
1877,209052.25
1878,200474.34
1879,129988.81
1880,138153.02
1881,238025.31
1882,253505.27
1883,194314.52
1884,207596.97
1885,252556.69
1886,295774.44
1887,207563.31
1888,273638.7
1889,160517.89
1890,122030.234
1891,138067.4
1892,106731.516
1893,130305.06
1894,124288.71
1895,134091.08
1896,125351.84
1897,113010.875
1898,111261.016
1899,156215.58
1900,150110.72
1901,182248.08
1902,134446.17
1903,214377.69
1904,148201.5
1905,191867.4
1906,182502.89
1907,199857.75
1908,114456.81
1909,134084.05
1910,123788.22
1911,210744.72
1912,310335.5
1913,146929.73
1914,56239.168
1915,329023.34
1916,62479.76
1917,259362.11
1918,140549.08
1919,167019.1
1920,139947.06
1921,439213.62
1922,328008.56
1923,211802.53
1924,219789.34
1925,209738.4
1926,397721.12
1927,138546.47
1928,156114.75
1929,123226.49
1930,135137.75
1931,145502.81
1932,144712.77
1933,176123.11
1934,178289.64
1935,171966.75
1936,190273.55
1937,183520.6
1938,174450.28
1939,234582.36
1940,185465.14
1941,168716.38
1942,184585.34
1943,202336.11
1944,343455.47
1945,386183.62
1946,146415.25
1947,322248.28
1948,170828.94
1949,241251.06
1950,180675.53
1951,261118.02
1952,212111.19
1953,163297.48
1954,189444.81
1955,132824.69
1956,288261.47
1957,156217.22
1958,315909.03
1959,141262.36
1960,118891.4
1961,120623.83
1962,96642.26
1963,103795.06
1964,110346.12
1965,149007.33
1966,151776.08
1967,292646.56
1968,457252.56
1969,413843.53
1970,490399.06
1971,458953.3
1972,408430.38
1973,261138.44
1974,326787.12
1975,511331.03
1976,272795.78
1977,357958.66
1978,381069.44
1979,323147.53
1980,193945.72
1981,359964.06
1982,228156.06
1983,204070.72
1984,166929.12
1985,215634.62
1986,208951.19
1987,182826.56
1988,179756.03
1989,191028.47
1990,219493.78
1991,234967.69
1992,209853.05
1993,168255.53
1994,237707.5
1995,179764.78
1996,241354.86
1997,311731.12
1998,347812.06
1999,259705.17
2000,307814.16
2001,264336.88
2002,245779.06
2003,245782.58
2004,265636.6
2005,210421.39
2006,237631.34
2007,250769.84
2008,217596.11
2009,193802.06
2010,187205.56
2011,136034.75
2012,174759.67
2013,185498.05
2014,187318.25
2015,199951.73
2016,193608.64
2017,196474.78
2018,122314.3
2019,132771.12
2020,113662.31
2021,108479.33
2022,179534.34
2023,145820.78
2024,225650.25
2025,370712.2
2026,179456.28
2027,156171.5
2028,152263.5
2029,176490.0
2030,275146.5
2031,229174.03
2032,249974.73
2033,265212.84
2034,161334.67
2035,210110.38
2036,192012.94
2037,199783.62
2038,294804.3
2039,228399.67
2040,299950.72
2041,281031.75
2042,197660.1
2043,173822.53
2044,158355.61
2045,218056.25
2046,136938.88
2047,148395.12
2048,139634.7
2049,134297.77
2050,177607.1
2051,106778.76
2052,128365.51
2053,149648.31
2054,82783.695
2055,162008.14
2056,136182.47
2057,118090.44
2058,227312.73
2059,125571.4
2060,165212.78
2061,177939.38
2062,136341.0
2063,115798.39
2064,142991.06
2065,122611.76
2066,168171.8
2067,119794.29
2068,131315.3
2069,85046.52
2070,114509.33
2071,88056.06
2072,127761.08
2073,141489.14
2074,185204.61
2075,143558.39
2076,121584.27
2077,150685.45
2078,131437.45
2079,132930.0
2080,118923.375
2081,123770.27
2082,125526.625
2083,148295.52
2084,114859.66
2085,122787.28
2086,110046.08
2087,121665.125
2088,96897.16
2089,79255.45
2090,125757.88
2091,120151.61
2092,125325.664
2093,124593.95
2094,119843.54
2095,143384.08
2096,74875.664
2097,91585.95
2098,149355.61
2099,61052.25
2100,99497.17
2101,122116.734
2102,123039.78
2103,104125.21
2104,127171.26
2105,132499.55
2106,65592.336
2107,219927.3
2108,116270.58
2109,112951.51
2110,131527.11
2111,149454.78
2112,137635.94
2113,124876.836
2114,106965.27
2115,155766.31
2116,119338.63
2117,151009.56
2118,120531.836
2119,103251.56
2120,114440.88
2121,105995.39
2122,104352.664
2123,82030.484
2124,165312.23
2125,126770.45
2126,156287.11
2127,140059.75
2128,129256.125
2129,100787.41
2130,137938.56
2131,136348.55
2132,119941.64
2133,120232.875
2134,120627.734
2135,98847.88
2136,76082.73
2137,107807.0
2138,135329.66
2139,154206.36
2140,141869.5
2141,135907.02
2142,130347.82
2143,140829.5
2144,110467.31
2145,135695.78
2146,163672.45
2147,143772.53
2148,125364.99
2149,139957.75
2150,229612.0
2151,121979.97
2152,175102.0
2153,156203.67
2154,106786.39
2155,134112.83
2156,248642.8
2157,229298.64
2158,241544.14
2159,209892.08
2160,167442.84
2161,243762.69
2162,408460.78
2163,360167.3
2164,251808.97
2165,196398.72
2166,149610.78
2167,218539.23
2168,204343.56
2169,198088.28
2170,216767.4
2171,148460.8
2172,133741.66
2173,162395.17
2174,235096.8
2175,300866.06
2176,331955.12
2177,246037.27
2178,210868.56
2179,141196.64
2180,204354.48
2181,190577.0
2182,222027.31
2183,191599.36
2184,125216.59
2185,109813.445
2186,143131.19
2187,154333.19
2188,151708.5
2189,220514.1
2190,82657.78
2191,83156.38
2192,93786.04
2193,97845.266
2194,101447.89
2195,113375.75
2196,99377.77
2197,113681.5
2198,165242.25
2199,181272.34
2200,141209.44
2201,143154.8
2202,225492.14
2203,147860.14
2204,195582.47
2205,110899.14
2206,136289.53
2207,210615.12
2208,250347.14
2209,211238.72
2210,120853.43
2211,112614.52
2212,112468.555
2213,105583.66
2214,136079.9
2215,102291.25
2216,137288.4
2217,70603.44
2218,70431.61
2219,61032.51
2220,66053.35
2221,327175.66
2222,264392.34
2223,298585.62
2224,215210.6
2225,127188.97
2226,175992.16
2227,198466.84
2228,276986.28
2229,241530.55
2230,158476.02
2231,216240.28
2232,179171.39
2233,172960.69
2234,238362.64
2235,217419.38
2236,262861.75
2237,353614.6
2238,205636.95
2239,104060.69
2240,154256.38
2241,148194.3
2242,133037.3
2243,124028.57
2244,99054.266
2245,96989.61
2246,146269.55
2247,105217.57
2248,123820.33
2249,127015.99
2250,136125.2
2251,110886.766
2252,169383.98
2253,157281.88
2254,180592.67
2255,189828.94
2256,184945.69
2257,196209.81
2258,167717.72
2259,177764.0
2260,156560.11
2261,185781.31
2262,203093.56
2263,356891.75
2264,477243.25
2265,172543.7
2266,300423.94
2267,363619.62
2268,404320.84
2269,149902.14
2270,181514.36
2271,224550.92
2272,193568.03
2273,165687.4
2274,177965.0
2275,162583.45
2276,191246.84
2277,179397.94
2278,149466.75
2279,124102.41
2280,124324.28
2281,170529.27
2282,185212.39
2283,100720.44
2284,109529.79
2285,150136.48
2286,126061.44
2287,350552.34
2288,272058.7
2289,390659.88
2290,494496.16
2291,316107.03
2292,448682.25
2293,506173.1
2294,451157.56
2295,454651.38
2296,291948.28
2297,322219.1
2298,293389.3
2299,415747.06
2300,332231.94
2301,279520.75
2302,240741.77
2303,239428.42
2304,230582.12
2305,183574.86
2306,180016.28
2307,187467.66
2308,222681.72
2309,280787.44
2310,213115.69
2311,189338.25
2312,181500.34
2313,177102.72
2314,167876.62
2315,177832.84
2316,190210.78
2317,185434.9
2318,184778.03
2319,176806.88
2320,189071.75
2321,247883.5
2322,173958.52
2323,180227.06
2324,164612.31
2325,207739.95
2326,164393.16
2327,214769.98
2328,230431.33
2329,188991.52
2330,179269.31
2331,377598.0
2332,431751.53
2333,314973.75
2334,264242.38
2335,255325.72
2336,325557.47
2337,210692.88
2338,289911.78
2339,199268.72
2340,404897.72
2341,218177.72
2342,233374.05
2343,230353.11
2344,231716.31
2345,231651.34
2346,219996.53
2347,201561.89
2348,238873.53
2349,177785.53
2350,290236.0
2351,256549.8
2352,255104.47
2353,233882.5
2354,135924.66
2355,151412.77
2356,150523.44
2357,200259.75
2358,194992.64
2359,126660.6
2360,119728.95
2361,142588.67
2362,265417.03
2363,142780.39
2364,157642.89
2365,220969.02
2366,184134.72
2367,217830.11
2368,210382.88
2369,219809.45
2370,174398.38
2371,175321.9
2372,188570.78
2373,274214.72
2374,312041.62
2375,259892.47
2376,276679.22
2377,351096.38
2378,149369.56
2379,190865.84
2380,143818.2
2381,161444.27
2382,197971.56
2383,200879.11
2384,249802.42
2385,162504.55
2386,135060.7
2387,140155.16
2388,95768.08
2389,123030.39
2390,145684.98
2391,142442.28
2392,116251.73
2393,167546.03
2394,145051.42
2395,204505.97
2396,143368.89
2397,209603.44
2398,128776.88
2399,50034.402
2400,53094.707
2401,116306.06
2402,139950.27
2403,131459.02
2404,148929.05
2405,162755.34
2406,140298.25
2407,127931.41
2408,140998.03
2409,125429.93
2410,159291.67
2411,120631.42
2412,153385.0
2413,132570.7
2414,140080.86
2415,128667.87
2416,126745.67
2417,130187.93
2418,129693.36
2419,130692.74
2420,125934.664
2421,148353.23
2422,115724.31
2423,124084.06
2424,147839.56
2425,172272.73
2426,126595.75
2427,140415.38
2428,173597.89
2429,117153.56
2430,130596.68
2431,106723.984
2432,143156.03
2433,150622.95
2434,136896.69
2435,147782.89
2436,106939.266
2437,111815.32
2438,122666.15
2439,110229.37
2440,122989.69
2441,90261.61
2442,95763.97
2443,123177.14
2444,126774.44
2445,76593.8
2446,130669.305
2447,185319.98
2448,132483.38
2449,109081.96
2450,144225.03
2451,126849.18
2452,197767.58
2453,95749.17
2454,126346.93
2455,111430.07
2456,133736.56
2457,127523.09
2458,112016.516
2459,113920.81
2460,134146.22
2461,120545.17
2462,136304.22
2463,124876.95
2464,152386.69
2465,135812.05
2466,113534.266
2467,139161.44
2468,74739.83
2469,72951.31
2470,182776.53
2471,206467.8
2472,163239.25
2473,117030.28
2474,80826.664
2475,226309.08
2476,114032.766
2477,129661.45
2478,151090.23
2479,98214.92
2480,144792.7
2481,116189.875
2482,130579.37
2483,114554.664
2484,125644.95
2485,128330.01
2486,153592.86
2487,184181.61
2488,160810.55
2489,145475.48
2490,150079.1
2491,80727.055
2492,178939.83
2493,142929.31
2494,162484.25
2495,81569.83
2496,246401.92
2497,148958.88
2498,114335.72
2499,91114.55
2500,124992.05
2501,131589.72
2502,145551.81
2503,97438.516
2504,183215.27
2505,227025.25
2506,260771.61
2507,272483.5
2508,259916.77
2509,217666.27
2510,227147.39
2511,182818.36
2512,211595.39
2513,209962.16
2514,248859.16
2515,149893.14
2516,166606.89
2517,140797.28
2518,150393.44
2519,226928.7
2520,209663.4
2521,184553.31
2522,220748.9
2523,122821.37
2524,136819.3
2525,149956.62
2526,136757.98
2527,105839.43
2528,130606.766
2529,128777.125
2530,118113.86
2531,256734.33
2532,227907.94
2533,195971.19
2534,229976.0
2535,320797.94
2536,238878.53
2537,231934.52
2538,181803.5
2539,186031.47
2540,175107.02
2541,182221.5
2542,168762.88
2543,126817.49
2544,120670.89
2545,132100.72
2546,130415.836
2547,134276.25
2548,146005.45
2549,161751.4
2550,648605.0
2551,138175.55
2552,125851.34
2553,77069.414
2554,104283.02
2555,116735.22
2556,98938.05
2557,109566.05
2558,150337.8
2559,136391.6
2560,140357.0
2561,141216.17
2562,132540.23
2563,148528.5
2564,193310.31
2565,144071.62
2566,157588.02
2567,133366.31
2568,199140.47
2569,207518.58
2570,121007.51
2571,176260.06
2572,164074.88
2573,215062.66
2574,270297.0
2575,128345.43
2576,128461.15
2577,162703.05
2578,85859.516
2579,78424.78
2580,118057.33
2581,114187.516
2582,104149.05
2583,284432.1
2584,163667.45
2585,176919.05
2586,202900.75
2587,192364.12
2588,158565.66
2589,147945.34
2590,216723.39
2591,215956.1
2592,216721.73
2593,251021.56
2594,182217.84
2595,199624.97
2596,311407.53
2597,185700.72
2598,278933.84
2599,290112.0
2600,144051.42
2601,141309.12
2602,80653.875
2603,93506.414
2604,83521.19
2605,73497.83
2606,145228.19
2607,193370.6
2608,207412.72
2609,172130.84
2610,110146.04
2611,130739.734
2612,155236.6
2613,132153.89
2614,130302.2
2615,155016.02
2616,143541.55
2617,171974.14
2618,190294.23
2619,196529.5
2620,186628.19
2621,178060.92
2622,185089.84
2623,243935.47
2624,297271.8
2625,300871.78
2626,170200.58
2627,172456.84
2628,496495.94
2629,512521.3
2630,369879.5
2631,470983.34
2632,437450.4
2633,321735.47
2634,409318.28
2635,156236.73
2636,178383.34
2637,175903.89
2638,254100.95
2639,191994.08
2640,155211.12
2641,103467.234
2642,191547.66
2643,104758.4
2644,126729.47
2645,101842.516
2646,94694.86
2647,102349.8
2648,139935.72
2649,146425.88
2650,147233.83
2651,146221.98
2652,437980.97
2653,245615.03
2654,249765.5
2655,400661.28
2656,308809.44
2657,346104.34
2658,283487.25
2659,321865.6
2660,368178.6
2661,357485.12
2662,366458.97
2663,269407.34
2664,266733.5
2665,338764.6
2666,284031.2
2667,163948.5
2668,178353.25
2669,174929.42
2670,285111.03
2671,180867.58
2672,189574.4
2673,208208.44
2674,201854.66
2675,170366.22
2676,186068.38
2677,190854.92
2678,267622.25
2679,273464.4
2680,277201.66
2681,448190.84
2682,314668.44
2683,555296.2
2684,313331.06
2685,337694.34
2686,256663.1
2687,326718.25
2688,217144.4
2689,209003.61
2690,505975.2
2691,187161.47
2692,135344.12
2693,193191.81
2694,131291.38
2695,190210.22
2696,185761.47
2697,189716.56
2698,186884.12
2699,172759.72
2700,161181.81
2701,155287.53
2702,110317.29
2703,124582.78
2704,142220.77
2705,122331.33
2706,119668.23
2707,129884.34
2708,139229.27
2709,113955.586
2710,125902.24
2711,281839.38
2712,414477.47
2713,173452.27
2714,150952.12
2715,176007.92
2716,150038.88
2717,181604.06
2718,225458.38
2719,160728.38
2720,172895.05
2721,138512.25
2722,157359.0
2723,143167.77
2724,129737.02
2725,136261.72
2726,148899.66
2727,178686.6
2728,177494.48
2729,149600.1
2730,142975.66
2731,127288.47
2732,127073.42
2733,159760.55
2734,138973.77
2735,136105.34
2736,141954.1
2737,128212.2
2738,130803.47
2739,161867.3
2740,143257.38
2741,148053.73
2742,159611.61
2743,151827.33
2744,156701.12
2745,138202.05
2746,137345.11
2747,154980.53
2748,123405.836
2749,130544.5
2750,136782.5
2751,136671.4
2752,215366.22
2753,152499.66
2754,199351.6
2755,132859.66
2756,97141.33
2757,66415.93
2758,84446.914
2759,162010.16
2760,123327.484
2761,148227.23
2762,145346.66
2763,180908.12
2764,158663.08
2765,289029.75
2766,140434.39
2767,91457.555
2768,129734.92
2769,125832.98
2770,141713.72
2771,112280.05
2772,118306.64
2773,154265.5
2774,139103.84
2775,126221.67
2776,144190.92
2777,144128.92
2778,107385.98
2779,125701.41
2780,96515.61
2781,97745.28
2782,97796.66
2783,99967.59
2784,128155.97
2785,139894.36
2786,71005.016
2787,118264.9
2788,75616.59
2789,183036.44
2790,88619.58
2791,120471.5
2792,54468.566
2793,169370.73
2794,94811.875
2795,119509.47
2796,98927.1
2797,182335.88
2798,113084.41
2799,121509.05
2800,63776.344
2801,106844.766
2802,131049.32
2803,159716.83
2804,138333.77
2805,95450.86
2806,76201.74
2807,156491.6
2808,152424.47
2809,136706.73
2810,135828.11
2811,158406.66
2812,151225.45
2813,143350.98
2814,144210.05
2815,99170.34
2816,250149.53
2817,149372.84
2818,129835.67
2819,161445.34
2820,134664.44
2821,103471.58
2822,202353.28
2823,262381.38
2824,180618.33
2825,156943.4
2826,130031.836
2827,137142.23
2828,210358.19
2829,194819.22
2830,225520.53
2831,180744.64
2832,231893.38
2833,304416.34
2834,209978.17
2835,219298.77
2836,190524.12
2837,154885.67
2838,145480.06
2839,185116.67
2840,205138.47
2841,205068.23
2842,222192.12
2843,150154.39
2844,160224.55
2845,123032.38
2846,210871.19
2847,203045.92
2848,216676.06
2849,205819.03
2850,283547.8
2851,236892.34
2852,230514.62
2853,238702.95
2854,141451.5
2855,198588.6
2856,203220.27
2857,187699.69
2858,200090.03
2859,122768.67
2860,129225.68
2861,117117.03
2862,192479.55
2863,122352.914
2864,244163.33
2865,140409.62
2866,133979.75
2867,92811.74
2868,103924.62
2869,113865.52
2870,125569.484
2871,79446.914
2872,52278.562
2873,99623.92
2874,144403.12
2875,119508.78
2876,164512.97
2877,143090.23
2878,173770.5
2879,138453.61
2880,96548.016
2881,149038.6
2882,174379.92
2883,190438.2
2884,195965.78
2885,203297.81
2886,217240.3
2887,92896.13
2888,131520.84
2889,51927.55
2890,82971.17
2891,128758.7
2892,46996.727
2893,85117.766
2894,50114.918
2895,318846.8
2896,287434.62
2897,212045.47
2898,144678.27
2899,217977.03
2900,160994.08
2901,202877.72
2902,184636.75
2903,345176.78
2904,359959.25
2905,100008.695
2906,207717.56
2907,112615.06
2908,134655.33
2909,139357.86
2910,79855.516
2911,80117.85
2912,142154.6
2913,83214.85
2914,73685.43
2915,77985.86
2916,80506.79
2917,161000.53
2918,116359.09
2919,228386.81
